num_mp,num_canton,num_prod,age,gen,num_tab_mort,chgt_enc,ind_chgt_enc_pos,pm_fin,nb_contr_fin,anc,terme,type_cot,periode_cot,tx_cible,chgt_prime,prime,tx_tech,terme_tx_tech,tmg,terme_tmg,num_rach_tot,num_rach_part,num_rach_dyn_tot,num_rach_dyn_part,chgt_rach,pm_gar,tx_revalo_prec,tx_cible_prec,t,uuid,pm_deb,nb_contr,coef_inf,tx_frais_fixe_prime,tx_frais_var_prime,ind_inf_frais_fixe_prime,ind_inf_frais_var_prime,tx_frais_fixe_prest,tx_frais_var_prest,ind_inf_frais_fixe_prest,ind_inf_frais_var_prest,tx_frais_fixe_enc,tx_frais_var_enc,ind_inf_frais_fixe_enc,ind_inf_frais_var_enc,nb_vers,pri_brut,pri_net,pri_chgt,ind_ech,nb_ech,tx_tech_an,tx_tech_se,tx_an,tx_se,ech,rev_ech,qx_rach_tot_dyn,qx_rach_part_dyn,qx_rach_tot,qx_rach_part,qx_rach_tot_glob,nb_rach_tot,rach_tot,rev_rach_tot,qx_dc,qx_dc_rach,dc,rev_dc,nb_dc,qx_rach_part_glob,rach_part,rev_rach_part,prest,rev_prest,nb_sortie,nb_contr_moy,enc_charg,rev_prest_nette,tx_soc,rach_charg,soc_prest,it_tech_prest,diff_pm_prest,rev_stock_brut,enc_charg_stock,enc_charg_base_th,enc_charg_rmin_th,base_enc_th,rev_stock_nette,soc_stock,pm_moy,it_tech_stock,it_tech,tx_cible_an,tx_cible_se,bes_tx_cible
53,1,1,55,1900,TM2,0.034,False,95745.22737406936,0.7862199872516017,2,50,type2,an,Meth1,0.034,0,0,1,0.047,1,TRT1,TRP1,PRCT1,PRCP1,0.040999999999999995,117882.1178,0.04,0.04,2,53917441-7998-4a0f-af01-5f0d0e4e6cd7,105695.71774112814,0.882399781833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882399781833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0235,0.0,0.0,0.0025,0.0025,0.09912230000000001,0.0,0.10162230000000001,0.08967149534936769,10741.041937004247,252.41448551959982,0.00821,0.007375680917,0.0,0.0,0.006508299232030622,0.0022275050477074997,235.43774478943007,5.532787002551607,10976.479681793677,257.9472725221514,0.09617979458139832,0.8343098845423009,190.9852582233691,66.96201429878232,0.05,460.6115051269489,3.3481007149391164,0.0,94719.23805933447,4451.80418878872,3371.8154364361885,3220.4540940173724,151.3613424188165,99171.04224812318,1079.9887523525317,53.99943761762659,100720.47255759875,0.0,0.0,0.0,0.0,0.0
54,1,1,63,1900,TM1,0.049,True,219914.3218469415,0.8652949076468626,2,50,type2,an,Meth1,0.016,0,0,1,0.062,1,TRT1,TRP1,PRCT1,PRCP1,0.017,243713.8684,0.026000000000000002,0.026000000000000002,2,ace0e358-73db-4332-8912-bf058ca55d66,230423.9493036274,0.92638660198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92638660198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.031,0.0,0.0,0.0025,0.0025,0.0497224,0.0,0.0522224,0.04837813168324035,12033.291650113752,373.0320411535263,0.014480000000000002,0.013723819648,0.0,0.0,0.01271356264989708,0.00233513445088,538.0709023267269,16.680197972128536,12571.362552440478,389.71223912565483,0.06109169433313743,0.8958407548134313,317.5463323933703,72.16590673228455,0.05,220.33827145662426,3.608295336614228,0.0,217852.58675118693,13506.860378573589,11336.612909358266,10674.77675080816,661.8361585501059,231359.44712976052,2170.247469215323,108.51237346076614,225169.13557528442,0.0,0.0,0.0,0.0,0.0
55,1,1,21,1900,TM1,0.034,False,235981.190313943,0.9355726763723318,2,50,type2,an,Meth1,0.036000000000000004,0,0,1,0.051,1,TRT1,TRP1,PRCT1,PRCP1,0.026000000000000002,245790.9716,0.018000000000000002,0.018000000000000002,2,e540529a-efdc-474a-b6f4-076889062221,240836.13035743608,0.967264582756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967264582756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0255,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.030708522520420937,7646.017299361809,194.9734411337261,0.00105,0.00101666481,0.0,0.0,0.0009833838632473581,0.0024180888379750002,582.3631585984083,14.850260544259411,8228.380457960217,209.82370167798553,0.0316919063836683,0.9514186295641659,143.44947071384945,66.37423096413607,0.05,219.39330815059327,3.318711548206804,0.0,232607.74989947586,11862.995244873267,8312.00533490787,7908.6634965821795,403.3418383256911,244470.74514434912,3550.9899099653976,177.5494954982699,238408.66033568955,0.0,0.0,0.0,0.0,0.0
56,1,1,37,1900,TM1,0.031,True,293827.6237521924,0.9520481227969764,2,50,type2,an,Meth1,0.027999999999999997,0,0,1,0.091,1,TRT1,TRP1,PRCT1,PRCP1,0.024,278073.5077,0.042,0.042,2,2a7ed31d-cdc0-4a3a-abff-38afa7dcc42d,285780.7724290186,0.975584037708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975584037708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0455,0.0,0.0,0.0025,0.0025,0.019875,0.0,0.022375,0.0218286928437165,6394.34478309929,290.9426876310177,0.00179,0.00174994875,0.0,0.0,0.0017072220673070672,0.0024396876281249998,697.2158148510827,31.72331957572426,7091.5605979503725,322.66600720674194,0.023535914911023567,0.9638160802524882,114.92051237993527,207.74549482680666,0.05,177.94143852377076,10.387274741340335,0.0,278689.2118310682,25360.718276627205,9425.547833338558,8639.365566763114,786.1822665754434,304049.9301076954,15935.170443288647,796.7585221644324,289804.1980906055,0.0,0.0,0.0,0.0,0.0
57,1,1,33,1900,TM2,0.047,True,209544.2078048844,0.9475267150136719,2,50,type2,an,Meth1,0.031,0,0,1,0.064,1,TRT1,TRP1,PRCT1,PRCP1,0.012,215908.2142,0.048,0.048,2,b4909c8d-24d7-4ce0-a92c-6af8cff34cd6,212493.78880162348,0.972489267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972489267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.032,0.0,0.0,0.0025,0.0025,0.021880900000000002,0.0,0.0243809,0.0237101635698003,5180.789815393502,165.78527409259206,0.00132,0.001287817212,0.0,0.0,0.0012523884165278635,0.00243582820697,517.5983645689204,16.563147666205452,5698.388179962422,182.3484217587975,0.024962551986328164,0.960007991006836,138.19731014044868,44.151111618348835,0.05,70.56883922065464,2.207555580917442,0.0,206795.40062166104,13234.905639786308,10341.424394288028,9719.38382921807,622.0405650699565,220030.30626144737,2893.4812454982803,144.674062274914,211018.99830325396,0.0,0.0,0.0,0.0,0.0
58,1,1,17,1900,TM2,0.028999999999999998,True,56265.10381508692,0.9364157474537864,2,50,type2,an,Meth1,0.013999999999999999,0,0,1,0.062,1,TRT1,TRP1,PRCT1,PRCP1,0.02,56893.49883,0.048,0.048,2,3f0ffdaa-92bf-4691-815b-df3c0a5f547d,56578.41685829183,0.9677680739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9677680739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.031,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.03072450725656242,1796.2402627336774,55.683448144744,0.00067,0.000648728974,0.0,0.0,0.0006278191896511031,0.0024190086775650005,136.86368134309785,4.2427741216360335,1933.1039440767752,59.92622226638003,0.031352326446213524,0.9520919106768932,28.89893741197575,31.02728485440428,0.05,39.86060332686311,1.5513642427202141,0.0,54645.31291421505,3388.009400681333,1682.9663471319952,1584.7140745122363,98.25227261975864,58033.32231489639,1705.0430535493376,85.25215267746688,56421.760336689375,0.0,0.0,0.0,0.0,0.0
59,1,1,53,1900,TM2,0.04,True,53262.43350124266,0.8024766765044465,2,50,type2,an,Meth1,0.021,0,0,1,0.049,1,TRT1,TRP1,PRCT1,PRCP1,0.05,64912.86249,0.031,0.031,2,ada19225-663d-4a41-b746-2ee3f666d6ef,59386.3076887285,0.904960610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904960610048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0245,0.0,0.0,0.0025,0.0025,0.10436089999999999,0.0,0.1068609,0.09670490525427831,6346.074287294447,155.47882003871393,0.00715,0.006385944565,0.0,0.0,0.00577902828927511,0.0022168828885875,131.6524893315345,3.2254859886225953,6477.726776625981,158.70430602733654,0.10248393354355342,0.8537186432762233,132.72862165306634,25.9756843742702,0.05,331.8215541326659,1.2987842187135101,0.0,52908.580912102516,2592.5204646930233,2220.0440550718217,2116.3432364841005,103.70081858772093,55501.10137679554,372.4764096212016,18.62382048106008,56324.37059498558,0.0,0.0,0.0,0.0,0.0
60,1,1,69,1900,TM1,0.034,True,163052.91860929524,0.8728130025064867,2,50,type2,an,Meth1,0.011000000000000001,0,0,1,0.043,1,TRT1,TRP1,PRCT1,PRCP1,0.016,176533.9014,0.016,0.016,2,020d5b91-179e-46c0-92e5-00bcbd093df5,169659.13515126004,0.935211242856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935211242856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.0215,0.0,0.0,0.0025,0.0025,0.040938300000000004,0.0,0.043438300000000006,0.04062398653055179,7369.70441044098,158.44864482448105,0.02434,0.023282711778,0.0,0.0,0.02177425381896141,0.002333197470555,395.8482649914688,8.510737697316578,7765.552675432448,166.95938252179764,0.062398240349513204,0.9040121226812434,134.8527049852222,32.10667753657543,0.05,126.92019292726793,1.6053338768287717,0.0,161893.5824758276,6961.424046460586,5741.070221757798,5504.381804178139,236.68841757965995,168855.00652228817,1220.3538247027882,61.01769123513941,166356.02688027764,0.0,0.0,0.0,0.0,0.0
61,1,1,21,1900,TM1,0.031,True,147156.95715698178,0.9355726763723318,2,50,type2,an,Meth1,0.032,0,0,1,0.055,1,TRT1,TRP1,PRCT1,PRCP1,0.03,151276.3157,0.040999999999999995,0.040999999999999995,2,4a4d13d7-8de9-4ca8-a85f-c934c621bb83,149202.41497559185,0.967264582756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967264582756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0275,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.030708522520420937,4736.848430162095,130.2633318294576,0.00105,0.00101666481,0.0,0.0,0.0009833838632473581,0.0024180888379750002,360.7846942513927,9.9215790919133,5097.633124413487,140.18491092137089,0.0316919063836683,0.9514186295641659,81.1861795476903,58.998731373680585,0.05,157.13454106004573,2.9499365686840293,0.0,144104.78185117836,7925.763001814809,4712.946890442788,4467.248237386529,245.69865305625908,152030.54485299316,3212.8161113720216,160.64080556860108,148179.6860662868,0.0,0.0,0.0,0.0,0.0
62,1,1,61,1900,TM2,0.022000000000000002,True,198268.20741157595,0.840194678240499,2,50,type2,an,Meth1,0.04,0,0,1,0.067,1,TRT1,TRP1,PRCT1,PRCP1,0.024,213513.6043,0.024,0.024,2,6ee865ad-565f-4ea3-b155-03adb43bcbed,205192.13578712213,0.914549955788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914549955788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0335,0.0,0.0,0.0025,0.0025,0.06731480000000001,0.0,0.06981480000000001,0.06384912225334807,14325.447921550776,479.902505371951,0.01235,0.011487787219999998,0.0,0.0,0.01050615529415295,0.00229674353195,471.2737106760789,15.787669307648644,14796.721632226856,495.69017467959964,0.07435527754750103,0.8773723170142496,168.21652987597102,327.47364480362864,0.05,367.0178833657549,16.373682240181434,0.0,190395.41415489526,12756.492748377983,4469.341951872011,4188.699111407696,280.64284046431567,203151.90690327322,8287.150796505972,414.3575398252986,201730.17159934904,0.0,0.0,0.0,0.0,0.0
63,1,1,57,1900,TM1,0.04397705544933078,True,146018.76112586347,0.8265499755861528,2,50,type2,an,Meth1,0.037000000000000005,0,0,1,0.046,1,TRT1,TRP1,PRCT1,PRCP1,0.046,174345.4673,0.036000000000000004,0.036000000000000004,2,16dfaaec-b1f8-402b-bc16-2f6723fe29a9,158659.1585511345,0.90430567825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90430567825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.023,0.0,0.0,0.0025,0.0025,0.07488510000000001,0.0,0.07738510000000001,0.06997978534194409,12277.854850395399,282.39066155909416,0.00932,0.008598770868,0.0,0.0,0.007775917321903082,0.00228504032283,362.5425748756205,8.338479222139272,12640.39742527102,290.7291407812334,0.07775570266384717,0.8654278269180764,284.33643500879714,6.392705772436273,0.05,594.8318220384036,0.3196352886218137,0.0,146018.76112586347,6716.863011789719,6716.863011789719,6421.475154674684,295.38785711503544,152735.62413765318,0.0,0.0,152338.95983849897,0.0,0.0,0.0,0.0,0.0
64,1,1,4,1900,TM1,0.017,False,221485.6746784986,0.9371372582147147,2,50,type2,an,Meth1,0.015,0,0,1,0.033,1,TRT1,TRP1,PRCT1,PRCP1,0.044000000000000004,230619.1372,0.039,0.039,2,31965748-6667-45ec-82fd-be8241882cb5,226006.2838002478,0.968039134527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968039134527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0165,0.0,0.0,0.0025,0.0025,0.02924785,0.0,0.03174785,0.030733161237093017,7175.213597147697,118.39102435293701,0.00018,0.00017428538700000001,0.0,0.0,0.00016871507519218326,0.0024201946615325003,546.9792015261589,9.025156825181623,7722.1927986738565,127.41618117811863,0.0309018763122852,0.9525881963708573,66.7216763287418,60.69450484937684,0.05,345.38279511348696,3.0347252424688422,0.0,218284.09100157395,7203.37500305194,3833.28692207864,3710.8295470267576,122.457375051883,225487.46600462587,3370.0880809733003,168.50440404866504,223745.97923937318,0.0,0.0,0.0,0.0,0.0
65,1,1,55,1900,TM1,0.02,False,152410.30711442576,0.7862199872516017,2,50,type2,an,Meth1,0.03,0,0,1,0.075,1,TRT1,TRP1,PRCT1,PRCP1,0.022000000000000002,173636.9777,0.032,0.032,2,427b7f3f-6e3b-4e71-8d63-53246f211550,161846.4351950564,0.882399781833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882399781833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0375,0.0,0.0,0.0025,0.0025,0.09912230000000001,0.0,0.10162230000000001,0.08967149534936769,16447.206991322582,616.7702621745968,0.00821,0.007375680917,0.0,0.0,0.006508299232030622,0.0022275050477074997,360.5137513504529,13.519265675641982,16807.720742673035,630.2895278502389,0.09617979458139832,0.8343098845423009,174.38010270523276,455.90942514500614,0.05,383.636225951512,22.79547125725031,0.0,145038.71445238337,10877.903583928752,3118.3323607262423,2900.7742890476675,217.55807167857506,155916.6180363121,7759.571223202509,387.9785611601255,157128.3711547411,0.0,0.0,0.0,0.0,0.0
66,1,1,29,1900,TM1,0.011000000000000001,True,33475.71438240602,0.9344690425517806,2,50,type2,an,Meth1,0.037000000000000005,0,0,1,0.094,1,TRT1,TRP1,PRCT1,PRCP1,0.026000000000000002,30919.185810000003,0.024,0.024,2,ca340564-53e8-4383-abb6-72d6c31d9f37,32188.157074834035,0.967177440058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967177440058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.047,0.0,0.0,0.0025,0.0025,0.030215699999999998,0.0,0.0327157,0.03164188697570551,1053.0580904131477,49.49373024941794,0.00114,0.001102704102,0.0,0.0,0.0010665105305138157,0.002415453989745,77.74901242894661,3.654203584160491,1130.8071028420943,53.147933833578435,0.032708397506219324,0.9508232413048903,6.511752701716201,46.63618113186223,0.05,30.782830953567494,2.3318090565931118,0.0,31057.349971991942,2919.3908973672424,373.74414956295107,341.6308496919114,32.11329987103967,33976.740869359186,2545.6467478042914,127.28233739021458,32831.935728620025,0.0,0.0,0.0,0.0,0.0
67,1,1,38,1900,TM1,0.044000000000000004,False,118293.58475647966,0.9527969675848402,2,50,type2,an,Meth1,0.048,0,0,1,0.087,1,TRT1,TRP1,PRCT1,PRCP1,0.016,115549.7272,0.044000000000000004,0.044000000000000004,2,81774fd4-553f-48f3-b94e-96d4efd543f1,116875.69191961567,0.97587505125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97587505125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0435,0.0,0.0,0.0025,0.0025,0.019241,0.0,0.021741,0.02121649948922625,2540.994418024364,110.53325718405983,0.00195,0.00190760505,0.0,0.0,0.0018615841759335088,0.0024408784873750002,285.279362103658,12.409652251509122,2826.2737801280223,122.94290943556896,0.02307808366515976,0.96433600941742,64.88276717039902,58.060142265169944,0.05,47.18746703301746,2.9030071132584974,0.0,114049.41813948765,9922.299378135425,5454.755570775415,5018.1743981374575,436.5811726379588,123971.71751762307,4467.54380736001,223.3771903680005,117584.63833804766,0.0,0.0,0.0,0.0,0.0
68,1,1,36,1900,TM1,0.013000000000000001,True,235520.5375294923,0.9516608941885287,2,50,type2,an,Meth1,0.013000000000000001,0,0,1,0.065,1,TRT1,TRP1,PRCT1,PRCP1,0.015,225482.7606,0.018000000000000002,0.018000000000000002,2,a433e6a0-4a06-45ee-97a9-60f1a4a7e180,230419.45469214235,0.975478131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975478131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0325,0.0,0.0,0.0025,0.0025,0.020293799999999997,0.0,0.022793799999999996,0.022234853432941324,5252.134966361753,170.694386406757,0.0016600000000000002,0.0016221622920000003,0.0,0.0,0.0015823838415298976,0.0024389600942700002,561.9838549375895,18.26447528547166,5814.118821299342,188.95886169222865,0.02381723727447122,0.9635695128257644,39.02000493944521,149.93885675278344,0.05,90.04616524487355,7.496942837639172,0.0,224605.335870843,14599.346831604797,3109.6608751318213,2919.869366320959,189.79150881086235,239204.68270244778,11489.685956472975,574.4842978236487,232969.99611081733,0.0,0.0,0.0,0.0,0.0
69,1,1,24,1900,TM1,0.0234375,True,254021.6570341065,0.9355539458136344,2,50,type2,an,Meth1,0.048,0,0,1,0.024,1,TRT1,TRP1,PRCT1,PRCP1,0.048,272311.308,0.026000000000000002,0.026000000000000002,2,bff309c9-7b7b-4268-bbc0-f34a5e2908f3,263007.54352989787,0.967245217712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967245217712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.012,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.030707907722877032,8349.910890478492,100.1989306857419,0.00105,0.00101666481,0.0,0.0,0.0009833641754885792,0.0024180888379750002,635.97560531287,7.63170726375444,8985.886495791361,107.83063794949634,0.03169127189836561,0.9513995817628171,106.56699766102568,1.2636402884706541,0.05,436.4984224195611,0.0631820144235327,0.0,254021.6570341065,6096.519768818556,6096.519768818556,5953.6325867368705,142.8871820816849,260118.17680292507,0.0,0.0,258514.60028200218,0.0,0.0,0.0,0.0,0.0
70,1,1,29,1900,TM2,0.04580152671755725,True,59748.8024190081,0.9344690425517806,2,50,type2,an,Meth1,0.031,0,0,1,0.048,1,TRT1,TRP1,PRCT1,PRCP1,0.046,64114.80355,0.021,0.021,2,5ec1ee6e-8f66-4a9d-b284-2570d356a1d2,61924.27361093703,0.967177440058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967177440058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.024,0.0,0.0,0.0025,0.0025,0.030215699999999998,0.0,0.0327157,0.03164188697570551,2025.8959581733327,48.62150299615998,0.00114,0.001102704102,0.0,0.0,0.0010665105305138157,0.002415453989745,149.57523375559887,3.589805610134373,2175.4711919289316,52.21130860629435,0.032708397506219324,0.9508232413048903,51.01562978324945,1.1956788230449007,0.05,102.4733950246204,0.059783941152245036,0.0,59748.8024190081,2867.9425161123886,2867.942516112389,2736.586370336249,131.35614577613995,62616.74493512049,-4.547473508864641e-13,0.0,60836.53801497257,0.0,0.0,0.0,0.0,0.0
71,1,1,6,1900,TM1,0.035,False,38057.06744332832,0.9372309933121025,2,50,type2,an,Meth1,0.02,0,0,1,0.087,1,TRT1,TRP1,PRCT1,PRCP1,0.047,37251.84282,0.031,0.031,2,75662fc4-70a8-4db4-a782-d6da8986f4cd,37652.30359023776,0.968097229656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968097229656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0435,0.0,0.0,0.0025,0.0025,0.02924785,0.0,0.03174785,0.03073500563253424,1195.37968653733,51.99901636437385,0.00014,0.00013555530099999998,0.0,0.0,0.00013123071136328517,0.0024202914867474997,91.12954983588477,3.9641354178609873,1286.5092363732147,55.96315178223484,0.030866236343897523,0.9526641114840513,23.49326679272037,32.46988498951447,0.05,63.096202243306124,1.6234942494757236,0.0,36365.79435386455,3163.8241087862157,1383.5366461927767,1272.8028023852594,110.73384380751756,39529.61846265076,1780.287462593439,89.01437312967195,37854.685516783036,0.0,0.0,0.0,0.0,0.0
72,1,1,12,1900,TM2,0.037000000000000005,False,271038.3865823702,0.937240463731483,2,50,type2,an,Meth1,0.033,0,0,1,0.086,1,TRT1,TRP1,PRCT1,PRCP1,0.035,266821.1368,0.045,0.045,2,76be33e0-d1ab-454f-904c-bcf5ec21eac4,268921.48479964654,0.968126327214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968126327214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.043,0.0,0.0,0.0025,0.0025,0.0292478,0.0,0.0317478,0.030735881011124632,8537.665515122218,367.11961715025535,0.00016,0.00015492035200000002,0.0,0.0,0.0001499824713924601,0.00242024319912,650.855394683597,27.986781971394667,9188.520909805815,395.10639912165004,0.030885863482517092,0.9526833954727415,177.29710521515813,217.80929390649192,0.05,335.4269558124613,10.890464695324596,0.0,259732.96388984073,22337.0348945263,10436.589955021582,9610.119663924108,826.4702910974733,282069.99878436705,11900.444939504718,595.0222469752359,269979.93569100834,0.0,0.0,0.0,0.0,0.0
73,1,1,36,1900,TM2,0.039,True,68529.67437719848,0.9516608941885287,2,50,type2,an,Meth1,0.038,0,0,1,0.071,1,TRT1,TRP1,PRCT1,PRCP1,0.024,68295.05322999999,0.013999999999999999,0.013999999999999999,2,9743d81d-f6f5-47ac-aa8d-b08c3bb80a13,68404.0851584307,0.975478131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975478131463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0355,0.0,0.0,0.0025,0.0025,0.020293799999999997,0.0,0.022793799999999996,0.022234853432941324,1559.1890362842373,55.35121078809042,0.0016600000000000002,0.0016221622920000003,0.0,0.0,0.0015823838415298976,0.0024389600942700002,166.83483398645924,5.922636606519303,1726.0238702706965,61.273847394609724,0.02381723727447122,0.9635695128257644,34.85230549447347,26.421541900136255,0.05,42.89514522396735,1.321077095006813,0.0,66678.06128816,4734.142351459359,2785.075941945155,2600.44439023824,184.63155170691502,71412.20363961936,1949.0664095142038,97.4533204757102,68466.8797678146,0.0,0.0,0.0,0.0,0.0
74,1,1,34,1900,TM2,0.039,True,188409.00773692987,0.9501982877858542,2,50,type2,an,Meth1,0.036000000000000004,0,0,1,0.047,1,TRT1,TRP1,PRCT1,PRCP1,0.025,196421.74899999998,0.025,0.025,2,8b8479bd-b913-4af9-8337-9b47d7d561d3,192274.26683635358,0.974331282788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974331282788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0235,0.0,0.0,0.0025,0.0025,0.0208722,0.0,0.0233722,0.022772265607577693,4493.872619352623,105.60600655478663,0.00143,0.0013965777540000002,0.0,0.0,0.0013607293945680041,0.0024380780556150002,468.77967063317664,11.01632225987965,4962.652289985799,116.62232881466628,0.024132995002145698,0.962264785286927,99.04585506660908,17.576473748057197,0.05,126.98186547001163,0.8788236874028599,0.0,187311.61454636778,8803.645883679286,7648.495156771835,7305.152967308343,343.34218946349216,196115.26043004706,1155.150726907451,57.75753634537255,190341.63728664172,0.0,0.0,0.0,0.0,0.0
75,1,1,40,1900,TM1,0.013999999999999999,True,94247.77878720924,0.9542131269816787,2,50,type2,an,Meth1,0.034,0,0,1,0.063,1,TRT1,TRP1,PRCT1,PRCP1,0.031,90367.00045,0.028999999999999998,0.028999999999999998,2,994a8a0c-4969-465b-ae91-34ac3ff00f0a,92272.20608440608,0.97679467647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97679467647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0315,0.0,0.0,0.0025,0.0025,0.0182973,0.0,0.020797299999999998,0.02031469192494953,1919.0127515992183,60.448901675375375,0.00237,0.0023207103990000003,0.0,0.0,0.00226685756337177,0.0024422049740025,225.34764066152027,7.098450680837889,2144.3603922607385,67.54735235621327,0.0225815494883213,0.9655039017258393,15.48335421231866,52.06399814389461,0.05,68.5691400831255,2.6031999071947305,0.0,90127.84569214533,5678.054278605156,1341.2825995905066,1261.7898396900346,79.49275990047218,95805.89997075048,4336.771679014649,216.83858395073244,93259.99243580765,0.0,0.0,0.0,0.0,0.0
76,1,1,63,1900,TM2,0.012833168805528136,True,48382.982901612704,0.8652949076468626,2,50,type2,an,Meth1,0.044000000000000004,0,0,1,0.013000000000000001,1,TRT1,TRP1,PRCT1,PRCP1,0.031,54638.77507999999,0.043,0.043,2,fbf28d4a-863e-4bae-a91f-faf4851475bd,51174.96269168691,0.92638660198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92638660198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.006500000000000001,0.0,0.0,0.0025,0.0025,0.0497224,0.0,0.0522224,0.04837813168324035,2672.4793716703507,17.37111591585728,0.014480000000000002,0.013723819648,0.0,0.0,0.01271356264989708,0.00233513445088,119.5004184038568,0.7767527196250693,2791.9797900742074,18.14786863548235,0.06109169433313743,0.8958407548134313,18.0314213046525,0.1164473308298497,0.05,87.11395742000039,0.005822366541492485,0.0,48382.982901612704,628.9787777209652,628.9787777209651,620.9069868913773,8.071790829587906,49011.96167933366,1.1368683772161603e-13,5.684341886080802e-15,49778.9727966498,0.0,0.0,0.0,0.0,0.0
